"gene_names","gene_ids"
"IL17RA(2of3)","ENSPFOG00000002689"
"si:dkey-206m15.8","ENSPFOG00000002691"
"tnni1al(1of2)","ENSPFOG00000002692"
"ensembl","ENSPFOG00000002695"
"tnni1al(2of2)","ENSPFOG00000002702"
"bpgm","ENSPFOG00000002708"
"cald1b","ENSPFOG00000002752"
"ensembl","ENSPFOG00000002210"
"DNM1L(1of2)","ENSPFOG00000002801"
"dnajb9a","ENSPFOG00000003137"
"PNPLA8(1of2)","ENSPFOG00000003149"
"NRCAM(1of2)","ENSPFOG00000003287"
"CNTN1(1of3)","ENSPFOG00000004289"
"PDZRN4(1of2)","ENSPFOG00000005033"
"ensembl","ENSPFOG00000021490"
"ensembl","ENSPFOG00000021559"
"ensembl","ENSPFOG00000023657"
"gxylt1b","ENSPFOG00000005277"
"ensembl","ENSPFOG00000005422"
"ensembl","ENSPFOG00000005469"
"prickle1a","ENSPFOG00000005504"
"ensembl","ENSPFOG00000005594"
"ADAMTS20","ENSPFOG00000005633"
"irak4(1of2)","ENSPFOG00000007094"
"irak4(2of2)","ENSPFOG00000007106"
"TWF1","ENSPFOG00000007332"
"tmem117","ENSPFOG00000007536"
"ensembl","ENSPFOG00000020311"
"nell2a","ENSPFOG00000007645"
"DBX2","ENSPFOG00000008292"
"szl","ENSPFOG00000008307"
"MOV10L1","ENSPFOG00000008331"
"nuak1b","ENSPFOG00000008728"
"appl2","ENSPFOG00000008838"
"TUBGCP6","ENSPFOG00000009509"
"plxnb2b","ENSPFOG00000010031"
"U4","ENSPFOG00000021570"
"U4","ENSPFOG00000021644"
"U4","ENSPFOG00000020985"
"si:ch73-66d24.2","ENSPFOG00000010515"
"parvg","ENSPFOG00000010536"
"parvb","ENSPFOG00000010724"
"hdac10(1of2)","ENSPFOG00000010646"
"aplnr2(1of2)","ENSPFOG00000010655"
"ENDOD1(6of10)","ENSPFOG00000010661"
"pus7(1of2)","ENSPFOG00000010669"
"hdac10(2of2)","ENSPFOG00000011004"
"aplnr2(2of2)","ENSPFOG00000011088"
"ENDOD1(7of10)","ENSPFOG00000011091"
"pus7(2of2)","ENSPFOG00000011112"
"srpk2","ENSPFOG00000011334"
"adck2","ENSPFOG00000011579"
"DENND2A(1of2)","ENSPFOG00000011700"
"TEAD4","ENSPFOG00000011847"
"MANSC4","ENSPFOG00000024202"
"mrps35","ENSPFOG00000012166"
"ensembl","ENSPFOG00000024610"
"ensembl","ENSPFOG00000012242"
"cdkn1bb","ENSPFOG00000012244"
"yars2","ENSPFOG00000012264"
"pparab","ENSPFOG00000012307"
"ensembl","ENSPFOG00000021569"
"ensembl","ENSPFOG00000021394"
"wnt7bb","ENSPFOG00000012341"
"fbln1(2of2)","ENSPFOG00000012410"
"AKR1D1(2of2)","ENSPFOG00000012636"
"SLC6A13(2of2)","ENSPFOG00000012651"
"mon2","ENSPFOG00000012989"
"ensembl","ENSPFOG00000021088"
"ppm1h","ENSPFOG00000013274"
"avpr1aa","ENSPFOG00000013380"
"ccdc42b(2of2)","ENSPFOG00000013387"
"ANKRD7","ENSPFOG00000013395"
"ensembl","ENSPFOG00000013505"
"ppp1r3ab","ENSPFOG00000023706"
"C7orf60","ENSPFOG00000013540"
"tmem168b","ENSPFOG00000013567"
"ptdss2","ENSPFOG00000013591"
"cdkn1cb","ENSPFOG00000013739"
"ensembl","ENSPFOG00000013754"
"ifitm5","ENSPFOG00000013797"
"MBL2(2of2)","ENSPFOG00000013804"
"ensembl","ENSPFOG00000022275"
"ensembl","ENSPFOG00000013821"
"ensembl","ENSPFOG00000024103"
"ensembl","ENSPFOG00000013822"
"ensembl","ENSPFOG00000022653"
"ensembl","ENSPFOG00000022607"
"cat","ENSPFOG00000013831"
"syt12","ENSPFOG00000014004"
"peak1(2of2)","ENSPFOG00000022982"
"peak1(1of2)","ENSPFOG00000014064"
"hmg20a","ENSPFOG00000014087"
"ensembl","ENSPFOG00000021658"
"lingo1a","ENSPFOG00000020312"
"cspg4","ENSPFOG00000014126"
"snx33","ENSPFOG00000014207"
"snupn","ENSPFOG00000014221"
"ptpn9a(1of2)","ENSPFOG00000023237"
"ptpn9a(2of2)","ENSPFOG00000024638"
"sin3aa","ENSPFOG00000014269"
"crabp1b","ENSPFOG00000014413"
"wdr61","ENSPFOG00000014439"
"slc25a44a","ENSPFOG00000014492"
"ireb2","ENSPFOG00000014509"
"snx1a","ENSPFOG00000014684"
"sv2","ENSPFOG00000014735"
"AP3B2","ENSPFOG00000014795"
"ensembl","ENSPFOG00000021996"
"smarcd1","ENSPFOG00000012569"
"gpd1b","ENSPFOG00000024672"
"cers5","ENSPFOG00000012787"
"bcdin3d","ENSPFOG00000012788"
"ppp4r1l","ENSPFOG00000012796"
"rab22a(1of2)","ENSPFOG00000012977"
"rab22a(2of2)","ENSPFOG00000013027"
"vapb","ENSPFOG00000013057"
"apcdd1l","ENSPFOG00000013124"
"SRC(2of2)","ENSPFOG00000013135"
"MANBAL","ENSPFOG00000013225"
"NFATC2(2of3)","ENSPFOG00000013228"
"cyp24a1","ENSPFOG00000013247"
"si:ch211-81n22.1","ENSPFOG00000020889"
"ensembl","ENSPFOG00000013319"
"ensembl","ENSPFOG00000013325"
"ensembl","ENSPFOG00000013341"
"ensembl","ENSPFOG00000013344"
"SLC12A5(2of2)","ENSPFOG00000013356"
"ncoa5","ENSPFOG00000013360"
"mov10a","ENSPFOG00000013423"
"ensembl","ENSPFOG00000013593"
"ppm1j","ENSPFOG00000013614"
"ensembl","ENSPFOG00000013662"
"SLC16A1(2of2)","ENSPFOG00000013671"
"si:ch211-105j21.9","ENSPFOG00000024414"
"slc5a8l","ENSPFOG00000013725"
"tshba","ENSPFOG00000013784"
"slc25a22(1of2)","ENSPFOG00000013801"
"slc25a22(2of2)","ENSPFOG00000013845"
"tspan2a","ENSPFOG00000013913"
"ngfb(1of2)","ENSPFOG00000020890"
"KCNA3(2of2)","ENSPFOG00000020891"
"kcna2b","ENSPFOG00000020892"
"KCNA10(2of2)","ENSPFOG00000020893"
"rplp2","ENSPFOG00000013951"
"ensembl","ENSPFOG00000023314"
"ensembl","ENSPFOG00000013966"
"ensembl","ENSPFOG00000013970"
"ensembl","ENSPFOG00000021345"
"ensembl","ENSPFOG00000021220"
"tulp1b","ENSPFOG00000013977"
"tead3b","ENSPFOG00000013997"
"smpd2b","ENSPFOG00000014164"
"pkp1b","ENSPFOG00000014167"
"tnnt2b","ENSPFOG00000014199"
"tnni1b","ENSPFOG00000014255"
"csrp1b","ENSPFOG00000014277"
"nav1b","ENSPFOG00000014306"
"mybphb","ENSPFOG00000014669"
"SYT2(2of2)","ENSPFOG00000014693"
"PPP1R12B","ENSPFOG00000023959"
"igfn1.2","ENSPFOG00000014722"
"igfn1.3","ENSPFOG00000014782"
"igfn1.1","ENSPFOG00000014846"
"grm4(2of2)","ENSPFOG00000014917"
"nudt3b","ENSPFOG00000015050"
"rps10","ENSPFOG00000015072"
"pacsin1b","ENSPFOG00000015113"
"SPDEF","ENSPFOG00000015137"
"C6orf106(2of2)","ENSPFOG00000015161"
"snrpc","ENSPFOG00000015174"
"anks1ab","ENSPFOG00000015193"
"TCP11","ENSPFOG00000015257"
"phc2b","ENSPFOG00000015369"
"slc2a1b","ENSPFOG00000015424"
"GIN1(1of4)","ENSPFOG00000015496"
"ensembl","ENSPFOG00000021940"
"RAP1GAP(2of2)","ENSPFOG00000015562"
"padi2","ENSPFOG00000015807"
"lrig2","ENSPFOG00000015867"
"magi3b","ENSPFOG00000015969"
"im:7151449(2of2)","ENSPFOG00000023480"
"ensembl","ENSPFOG00000021655"
"ensembl","ENSPFOG00000021580"
"ensembl","ENSPFOG00000016038"
"si:ch211-286o17.1","ENSPFOG00000016041"
"PLXNA2(2of2)","ENSPFOG00000016058"
"ensembl","ENSPFOG00000021234"
"ensembl","ENSPFOG00000020894"
"ora1","ENSPFOG00000020895"
"PHTF1","ENSPFOG00000016224"
"pfkfb2b","ENSPFOG00000016271"
"yod1(1of2)","ENSPFOG00000016344"
"yod1(2of2)","ENSPFOG00000016350"
"C1orf116(2of2)","ENSPFOG00000016354"
"kif17","ENSPFOG00000016357"
"sh2d5","ENSPFOG00000016381"
"hp1bp3","ENSPFOG00000022334"
"EIF4G3","ENSPFOG00000016418"
"ece1","ENSPFOG00000016512"
"alpl","ENSPFOG00000016615"
"GUCA2A","ENSPFOG00000016658"
"si:ch211-220m17.6","ENSPFOG00000016664"
"lactbl1b","ENSPFOG00000016668"
"EPHB2","ENSPFOG00000016690"
"LRRC38","ENSPFOG00000016759"
"dhrs3b","ENSPFOG00000016763"
"KLHDC7A","ENSPFOG00000016798"
"igsf21a","ENSPFOG00000016806"
"arhgef10la","ENSPFOG00000016838"
"chd5","ENSPFOG00000016981"
"rpl22(1of2)","ENSPFOG00000017075"
"rnf207a","ENSPFOG00000017102"
"zpr1","ENSPFOG00000020896"
"agtrap","ENSPFOG00000017138"
"draxin","ENSPFOG00000017160"
"pank4","ENSPFOG00000017176"
"ensembl","ENSPFOG00000017251"
"si:ch73-21g5.7","ENSPFOG00000020897"
"ensembl","ENSPFOG00000017255"
"ensembl","ENSPFOG00000022306"
"ensembl","ENSPFOG00000017257"
"ensembl","ENSPFOG00000022063"
"ensembl","ENSPFOG00000022558"
"atrip(1of2)","ENSPFOG00000017266"
"trib3(1of2)","ENSPFOG00000017285"
"pnp4a(1of2)","ENSPFOG00000017296"
"ensembl","ENSPFOG00000024251"
"atrip(2of2)","ENSPFOG00000017315"
"trib3(2of2)","ENSPFOG00000017349"
"pnp4a(2of2)","ENSPFOG00000017350"
"rem1","ENSPFOG00000017358"
"ensembl","ENSPFOG00000017371"
"st3gal8","ENSPFOG00000017411"
"unm_sa1614","ENSPFOG00000017434"
"fer1l4","ENSPFOG00000017505"
"cpne1","ENSPFOG00000023345"
"ensembl","ENSPFOG00000023642"
"ensembl","ENSPFOG00000021420"
"rbm12","ENSPFOG00000023551"
"nfs1","ENSPFOG00000017650"
"C6orf89","ENSPFOG00000017681"
"dram2b","ENSPFOG00000017695"
"cept1b","ENSPFOG00000017720"
"ensembl","ENSPFOG00000017760"
"ensembl","ENSPFOG00000021663"
"VPRBP(3of3)","ENSPFOG00000017769"
"dock3","ENSPFOG00000017878"
"ensembl","ENSPFOG00000018112"
"ensembl","ENSPFOG00000018115"
"ensembl","ENSPFOG00000022468"
"ensembl","ENSPFOG00000022836"
"pdzrn3b","ENSPFOG00000018119"
"impg2a(1of2)","ENSPFOG00000008504"
"abi3bpa","ENSPFOG00000008520"
"tfg","ENSPFOG00000008614"
"jagn1a","ENSPFOG00000008655"
"col8a1a","ENSPFOG00000008674"
"bcor","ENSPFOG00000008685"
"si:dkey-100n23.5","ENSPFOG00000008761"
"mid1ip1a","ENSPFOG00000019961"
"ensembl","ENSPFOG00000008808"
"katnal1","ENSPFOG00000008965"
"zgc:101559","ENSPFOG00000009101"
"kbtbd7","ENSPFOG00000009111"
"ensembl","ENSPFOG00000024604"
"slain1a","ENSPFOG00000009115"
"scel","ENSPFOG00000009249"
"mycbp2","ENSPFOG00000009394"
"fbxl3b(1of2)","ENSPFOG00000010712"
"cln5","ENSPFOG00000010754"
"zgc:162944","ENSPFOG00000010817"
"irg1","ENSPFOG00000010855"
"kctd12.1","ENSPFOG00000019963"
"lmo7a","ENSPFOG00000010901"
"uchl3","ENSPFOG00000011340"
"commd6","ENSPFOG00000011386"
"ensembl","ENSPFOG00000023362"
"tbc1d4","ENSPFOG00000011463"
"klf12a","ENSPFOG00000011918"
"klf5b","ENSPFOG00000011924"
"dachd","ENSPFOG00000011968"
"gpr18","ENSPFOG00000019965"
"gpr183a","ENSPFOG00000019966"
"si:ch211-184m13.4","ENSPFOG00000012066"
"clybl","ENSPFOG00000012086"
"zic5","ENSPFOG00000012158"
"zic2a","ENSPFOG00000012173"
"tmtc4","ENSPFOG00000012198"
"nalcn","ENSPFOG00000012336"
"itgbl1","ENSPFOG00000012950"
"fgf14","ENSPFOG00000013008"
"cdc16","ENSPFOG00000013075"
"upf3a","ENSPFOG00000013222"
"p2ry8","ENSPFOG00000013316"
"asmtl","ENSPFOG00000013328"
"shox","ENSPFOG00000013396"
"ppp2r3b","ENSPFOG00000013434"
"si:ch211-269e2.1","ENSPFOG00000013642"
"si:ch211-218d20.15","ENSPFOG00000021694"
"med14","ENSPFOG00000013987"
"usp9","ENSPFOG00000014198"
"rpl8","ENSPFOG00000014562"
"itga4","ENSPFOG00000014591"
"cerkl","ENSPFOG00000014854"
"neurod1","ENSPFOG00000014944"
"ssfa2","ENSPFOG00000014973"
"cwc22","ENSPFOG00000015025"
"znf385b","ENSPFOG00000015103"
"ensembl","ENSPFOG00000015140"
"sestd1","ENSPFOG00000015184"
"dnajc15","ENSPFOG00000015273"
"ensembl","ENSPFOG00000023121"
"ensembl","ENSPFOG00000022608"
"ensembl","ENSPFOG00000015298"
"ensembl","ENSPFOG00000015312"
"plekhm3","ENSPFOG00000015328"
"fzd5","ENSPFOG00000019967"
"ccnyl1","ENSPFOG00000015371"
"creb1b","ENSPFOG00000015397"
"KLF7(2of2)","ENSPFOG00000015451"
"gdf3","ENSPFOG00000015472"
"TRAPPC10","ENSPFOG00000015518"
"cnga4","ENSPFOG00000015641"
"fam160a2","ENSPFOG00000015702"
"si:dkey-145p14.5","ENSPFOG00000015742"
"hpx","ENSPFOG00000015759"
"olig1(1of3)","ENSPFOG00000015792"
"olig2(2of2)","ENSPFOG00000019968"
"dhrs12(1of2)","ENSPFOG00000015793"
"olig1(3of3)","ENSPFOG00000024295"
"olig1(2of3)","ENSPFOG00000019969"
"olig2(1of2)","ENSPFOG00000015805"
"dhrs12(2of2)","ENSPFOG00000015810"
"wdfy2","ENSPFOG00000015858"
"ints6","ENSPFOG00000015936"
"serpine3","ENSPFOG00000022591"
"FAM124A","ENSPFOG00000016040"
"tsn","ENSPFOG00000016063"
"si:dkey-91i10.2","ENSPFOG00000016078"
"eaf2","ENSPFOG00000016090"
"si:dkey-91i10.3","ENSPFOG00000016109"
"slc15a2","ENSPFOG00000016217"
"hspbap1","ENSPFOG00000016443"
"dirc2","ENSPFOG00000016456"
"sema5ba","ENSPFOG00000016495"
"pdia5","ENSPFOG00000016645"
"sec22a","ENSPFOG00000016784"
"adcy5","ENSPFOG00000016833"
"hacd2","ENSPFOG00000017008"
"stam2","ENSPFOG00000017050"
"cacnb4a","ENSPFOG00000017124"
"neb","ENSPFOG00000017174"
"TBC1D8","ENSPFOG00000017224"
"PDCL3","ENSPFOG00000017314"
"ensembl","ENSPFOG00000017326"
"LONRF2","ENSPFOG00000017363"
"MAP4K4(2of2)","ENSPFOG00000017421"
"IL1R2(1of3)","ENSPFOG00000017532"
"ensembl","ENSPFOG00000017535"
"ensembl","ENSPFOG00000017547"
"IL1R2(2of3)","ENSPFOG00000017568"
"ensembl","ENSPFOG00000024092"
"IL1R2(3of3)","ENSPFOG00000017581"
"kank1","ENSPFOG00000001077"
"CFAP157","ENSPFOG00000001270"
"dmrt1","ENSPFOG00000001335"
"dmrt3a","ENSPFOG00000001398"
"dmrt2a","ENSPFOG00000001432"
"smarca2","ENSPFOG00000001856"
"adamts3","ENSPFOG00000002994"
"NPFFR2(1of2)","ENSPFOG00000004392"
"zgc:174862","ENSPFOG00000022515"
"slc4a4a","ENSPFOG00000004493"
"rufy3","ENSPFOG00000005588"
"grsf1","ENSPFOG00000006122"
"mapk1","ENSPFOG00000006212"
"ypel1","ENSPFOG00000006345"
"ppil2","ENSPFOG00000006423"
"stambpb","ENSPFOG00000006573"
"SLC39A14","ENSPFOG00000006705"
"ascc2","ENSPFOG00000006820"
"rnf215","ENSPFOG00000007031"
"si:ch211-89f7.1","ENSPFOG00000007105"
"unc13ba","ENSPFOG00000007471"
"ensembl","ENSPFOG00000022689"
"UNC13A(3of3)","ENSPFOG00000022862"
"rusc2","ENSPFOG00000009557"
"ccl19a.1","ENSPFOG00000009752"
"ensembl","ENSPFOG00000022967"
"wdfy3","ENSPFOG00000009798"
"cds1","ENSPFOG00000010795"
"tmem175","ENSPFOG00000011009"
"rasgef1ba","ENSPFOG00000011020"
"prkg2","ENSPFOG00000011281"
"bmp3","ENSPFOG00000011654"
"C4orf22","ENSPFOG00000024060"
"fgf5","ENSPFOG00000011697"
"prdm8b","ENSPFOG00000011716"
"antxr2a","ENSPFOG00000011750"
"ensembl","ENSPFOG00000021231"
"paqr3a","ENSPFOG00000012169"
"bmp2k","ENSPFOG00000012197"
"ensembl","ENSPFOG00000012248"
"ensembl","ENSPFOG00000020659"
"ANXA3(1of2)","ENSPFOG00000012259"
"fras1","ENSPFOG00000012315"
"mrpl1","ENSPFOG00000013095"
"cnot6l","ENSPFOG00000013163"
"fam102aa","ENSPFOG00000013232"
"slc25a25a","ENSPFOG00000013351"
"zdhhc12a","ENSPFOG00000013419"
"PKN3(1of2)","ENSPFOG00000013424"
"seta","ENSPFOG00000013616"
"si:ch211-51h9.7","ENSPFOG00000013648"
"odf2b","ENSPFOG00000013650"
"gle1","ENSPFOG00000013740"
"ptgesl","ENSPFOG00000013850"
"RGL4","ENSPFOG00000013910"
"smarcb1a","ENSPFOG00000013980"
"derl3","ENSPFOG00000014017"
"mmp11a","ENSPFOG00000014023"
"ensembl","ENSPFOG00000020660"
"ensembl","ENSPFOG00000023360"
"ensembl","ENSPFOG00000014062"
"si:ch73-211l13.2(6of7)","ENSPFOG00000022783"
"si:dkey-3k20.1","ENSPFOG00000020661"
"si:dkey-13n15.2","ENSPFOG00000014075"
"camk2b1","ENSPFOG00000014140"
"ensembl","ENSPFOG00000014272"
"ensembl","ENSPFOG00000022105"
"si:dkey-174n20.1","ENSPFOG00000014276"
"SUSD2(1of2)","ENSPFOG00000014299"
"kremen1","ENSPFOG00000014400"
"coq5","ENSPFOG00000014445"
"znrf3","ENSPFOG00000014476"
"ensembl","ENSPFOG00000024477"
"xbp1","ENSPFOG00000014555"
"ensembl","ENSPFOG00000014571"
"hspb8","ENSPFOG00000014579"
"srrm4","ENSPFOG00000014600"
"suds3(1of2)","ENSPFOG00000014637"
"suds3(2of2)","ENSPFOG00000014674"
"taok3a","ENSPFOG00000014713"
"pebp1","ENSPFOG00000014813"
"vsig10","ENSPFOG00000014836"
"wsb2","ENSPFOG00000014858"
"rfc5","ENSPFOG00000014886"
"ksr2","ENSPFOG00000014927"
"nos1","ENSPFOG00000015102"
"nipsnap1","ENSPFOG00000015296"
"gatsl3","ENSPFOG00000015348"
"C12orf49","ENSPFOG00000015419"
"rnft2","ENSPFOG00000015456"
"fbxw8","ENSPFOG00000015504"
"tesca","ENSPFOG00000015541"
"fbxo21","ENSPFOG00000015571"
"nf2a","ENSPFOG00000015614"
"CABP7(1of2)","ENSPFOG00000015665"
"zgc:112294","ENSPFOG00000015683"
"SCARF2","ENSPFOG00000015698"
"ensembl","ENSPFOG00000015768"
"rtn4r","ENSPFOG00000015819"
"ensembl","ENSPFOG00000021497"
"VPS50(1of2)","ENSPFOG00000000438"
"hepacam2","ENSPFOG00000000465"
"cdk6","ENSPFOG00000000521"
"ensembl","ENSPFOG00000000616"
"fam133b","ENSPFOG00000000621"
"GRN(2of2)","ENSPFOG00000024742"
"GRN(1of2)","ENSPFOG00000000636"
"ensembl","ENSPFOG00000000742"
"btd(1of2)","ENSPFOG00000000998"
"btd(2of2)","ENSPFOG00000021700"
"snx13","ENSPFOG00000022376"
"TWIST1","ENSPFOG00000020053"
"ensembl","ENSPFOG00000022793"
"ferd3l","ENSPFOG00000020055"
"twistnb","ENSPFOG00000001131"
"TMEM196","ENSPFOG00000001178"
"itgb8","ENSPFOG00000001324"
"sp8a","ENSPFOG00000001566"
"sp4","ENSPFOG00000001626"
"cdca7b","ENSPFOG00000001712"
"ensembl","ENSPFOG00000023552"
"ensembl","ENSPFOG00000023503"
"ensembl","ENSPFOG00000001765"
"ensembl","ENSPFOG00000024845"
"ensembl","ENSPFOG00000023127"
"ensembl","ENSPFOG00000024096"
"ensembl","ENSPFOG00000021746"
"ensembl","ENSPFOG00000023456"
"ensembl","ENSPFOG00000020061"
"ensembl","ENSPFOG00000024070"
"ensembl","ENSPFOG00000023572"
"ensembl","ENSPFOG00000020062"
"rapgef5a","ENSPFOG00000001867"
"ensembl","ENSPFOG00000023867"
"tomm7","ENSPFOG00000002104"
"fam126a","ENSPFOG00000002141"
"si:ch73-345f18.3","ENSPFOG00000022149"
"klhl7(1of2)","ENSPFOG00000002256"
"ASTE1(1of2)","ENSPFOG00000002412"
"smarcc1b","ENSPFOG00000002491"
"cspg5b","ENSPFOG00000023771"
"mrpl3","ENSPFOG00000002850"
"cpne4b","ENSPFOG00000003080"
"dync1li1","ENSPFOG00000003447"
"ensembl","ENSPFOG00000003671"
"ndrg1a","ENSPFOG00000003913"
"wisp1b","ENSPFOG00000004167"
"sla1","ENSPFOG00000004247"
"fam206a","ENSPFOG00000004337"
"ctnnal1","ENSPFOG00000004435"
"elp2","ENSPFOG00000004952"
"gabbr2","ENSPFOG00000005184"
"ensembl","ENSPFOG00000021357"
"galnt12","ENSPFOG00000005544"
"poc1bl","ENSPFOG00000005740"
"ensembl","ENSPFOG00000021205"
"C18orf21","ENSPFOG00000005865"
"rp9","ENSPFOG00000005886"
"elmo1","ENSPFOG00000005937"
"pex1","ENSPFOG00000006185"
"rbm48","ENSPFOG00000006610"
"efcab1","ENSPFOG00000006660"
"sytl1","ENSPFOG00000006726"
"gpr186","ENSPFOG00000020064"
"wasf2","ENSPFOG00000006805"
"ensembl","ENSPFOG00000006884"
"ahdc1","ENSPFOG00000022762"
"yrk","ENSPFOG00000006894"
"sesn2","ENSPFOG00000007014"
"matn1","ENSPFOG00000007107"
"NOBOX","ENSPFOG00000021771"
"ensembl","ENSPFOG00000022548"
"sdc3","ENSPFOG00000007251"
"pum1","ENSPFOG00000007289"
"nkain1","ENSPFOG00000024013"
"snrnp40","ENSPFOG00000007663"
"zcchc17","ENSPFOG00000007896"
"fabp3","ENSPFOG00000007975"
"dclk3","ENSPFOG00000008018"
"cyhr1","ENSPFOG00000008037"
"arpp21","ENSPFOG00000008096"
"ensembl","ENSPFOG00000021610"
"pdcd6ip","ENSPFOG00000008147"
"ubp1","ENSPFOG00000008378"
"clasp2","ENSPFOG00000008615"
"fbxl2","ENSPFOG00000009205"
"susd5","ENSPFOG00000009319"
"crtap","ENSPFOG00000009354"
"fkbp9","ENSPFOG00000009499"
"dnal1","ENSPFOG00000009636"
"si:ch211-199g17.2","ENSPFOG00000022972"
"rprd1a","ENSPFOG00000009698"
"si:ch211-13c6.2","ENSPFOG00000009758"
"nfyc","ENSPFOG00000009785"
"ensembl","ENSPFOG00000021025"
"ensembl","ENSPFOG00000021229"
"kcnq4","ENSPFOG00000009977"
"C11orf70","ENSPFOG00000010433"
"tinagl1","ENSPFOG00000024014"
"lim2.4","ENSPFOG00000010498"
"ubqln4","ENSPFOG00000010520"
"rab25a","ENSPFOG00000010632"
"ZNF385D(2of2)","ENSPFOG00000010672"
"sgol1","ENSPFOG00000010790"
"kat2b","ENSPFOG00000010842"
"rab5aa","ENSPFOG00000011263"
"otud6b","ENSPFOG00000011303"
"ensembl","ENSPFOG00000011360"
"LRRC69","ENSPFOG00000011364"
"runx1t1","ENSPFOG00000011423"
"triqk","ENSPFOG00000011703"
"fam92a1","ENSPFOG00000011718"
"trib1","ENSPFOG00000011808"
"fam84b(1of2)","ENSPFOG00000020065"
"fam84b(2of2)","ENSPFOG00000020066"
"fam91a1","ENSPFOG00000011838"
"klhl38a","ENSPFOG00000012049"
"spire1a","ENSPFOG00000012063"
"atp6v1c1b","ENSPFOG00000012231"
"azin1b","ENSPFOG00000012296"
"adnp2b","ENSPFOG00000012428"
"ggcta","ENSPFOG00000012444"
"snrpd1","ENSPFOG00000012448"
"ensembl","ENSPFOG00000012480"
"ensembl","ENSPFOG00000012722"
"fam83hb","ENSPFOG00000012725"
"si:ch211-199g17.9","ENSPFOG00000023217"
"U8","ENSPFOG00000021365"
"grinaa","ENSPFOG00000012755"
"mapk15","ENSPFOG00000012778"
"vps28","ENSPFOG00000012863"
"cap2","ENSPFOG00000012906"
"rbm24a","ENSPFOG00000013132"
"stmnd1","ENSPFOG00000024682"
"ensembl","ENSPFOG00000021780"
"nup153","ENSPFOG00000013146"
"ensembl","ENSPFOG00000013291"
"ptdss1b","ENSPFOG00000013302"
"mterf3","ENSPFOG00000013383"
"uqcrb","ENSPFOG00000013440"
"lrrc14b","ENSPFOG00000013462"
"gatad1","ENSPFOG00000013480"
"chrac1","ENSPFOG00000013499"
"tmem55a","ENSPFOG00000013504"
"necab1","ENSPFOG00000013573"
"tmem64","ENSPFOG00000013691"
"tdp2b","ENSPFOG00000013712"
"C6orf62","ENSPFOG00000013753"
"acot13","ENSPFOG00000013770"
"gmnn","ENSPFOG00000013783"
"fam65b","ENSPFOG00000013834"
"si:dkeyp-120h9.1","ENSPFOG00000014032"
"ensembl","ENSPFOG00000014138"
"HEY1(2of2)","ENSPFOG00000014160"
"zbtb10","ENSPFOG00000014180"
"tpd52","ENSPFOG00000014234"
"znf704","ENSPFOG00000014291"
"pag1","ENSPFOG00000014333"
"mrpl53(1of2)","ENSPFOG00000014361"
"ensembl","ENSPFOG00000022973"
"mrpl53(2of2)","ENSPFOG00000014374"
"fabp11a","ENSPFOG00000014378"
"FAM8A1(2of2)","ENSPFOG00000014395"
"atxn1a","ENSPFOG00000014422"
"gmpr","ENSPFOG00000014433"
"mylipa","ENSPFOG00000014483"
"ensembl","ENSPFOG00000022470"
"dtnbp1b","ENSPFOG00000014511"
"jarid2b","ENSPFOG00000014525"
"pard6gb","ENSPFOG00000014607"
"bloc1s4","ENSPFOG00000014647"
"ensembl","ENSPFOG00000014649"
"rrm2b","ENSPFOG00000014652"
"mtdha","ENSPFOG00000014697"
"laptm4b(1of2)","ENSPFOG00000014705"
"laptm4b(2of2)","ENSPFOG00000014715"
"rpl30","ENSPFOG00000014739"
"hrsp12","ENSPFOG00000014757"
"stk3","ENSPFOG00000014785"
"polr2k","ENSPFOG00000014835"
"spag1a","ENSPFOG00000014845"
"rnf19a(2of2)","ENSPFOG00000014857"
"ptpn2b","ENSPFOG00000014914"
"psmg2","ENSPFOG00000014950"
"ensembl","ENSPFOG00000020996"
"si:ch211-285c6.3","ENSPFOG00000000437"
"SPOCK1","ENSPFOG00000000483"
"bicc2","ENSPFOG00000000640"
"KIAA0141","ENSPFOG00000000730"
"ensembl","ENSPFOG00000022944"
"ensembl","ENSPFOG00000000912"
"CHRNA9(1of2)","ENSPFOG00000001247"
"ube2ka","ENSPFOG00000001355"
"ensembl","ENSPFOG00000001439"
"ints10","ENSPFOG00000001630"
"tlr1","ENSPFOG00000020047"
"si:dkey-185e18.6","ENSPFOG00000020048"
"frmpd1b","ENSPFOG00000001909"
"ensembl","ENSPFOG00000002001"
"grhpra","ENSPFOG00000002020"
"SSH3","ENSPFOG00000002117"
"mrpl18","ENSPFOG00000002196"
"tcirg1a","ENSPFOG00000002234"
"prp19","ENSPFOG00000002558"
"ensembl","ENSPFOG00000024020"
"ensembl","ENSPFOG00000002710"
"si:dkey-74k8.3","ENSPFOG00000002735"
"rnf20","ENSPFOG00000002777"
"si:ch1073-291c23.2(2of2)","ENSPFOG00000021756"
"aldob","ENSPFOG00000003015"
"tmco6","ENSPFOG00000003154"
"si:ch73-308l14.2","ENSPFOG00000003156"
"arsia","ENSPFOG00000003163"
"ensembl","ENSPFOG00000022232"
"ensembl","ENSPFOG00000024688"
"CDX1","ENSPFOG00000003207"
"PDGFRB(1of3)","ENSPFOG00000003236"
"csf1ra(1of2)","ENSPFOG00000003496"
"hmgxb3","ENSPFOG00000004457"
"PDGFRB(2of3)","ENSPFOG00000003982"
